Comment
"kon udh keren bgt sih max, mangat teruss yeah 😃🔥"
u did great maxwell ❤️🔥
"semangattt well, kamu uda kerenn gapapa kookk! love u💗"
"KAMU UDAH KEREN, JANGAN MERASA SEMUA INI KARENA KESALAHAN KAMU DAN REDAM SEMUA KEKECEWAAN MU ITU. MAXWELL KU GA BOLEH NYERAH, AYO SEMANGATTTT 🥹❤️❤️🔥🔥"
"it's okaaayyy ekswellll, kamu ttp ak dukuuungg!! nice to meet uuuu yaa!! well doneee kaaaaakkk 💗"
Semangat terus max💪🙌❤️
"gpp ga juara di coc, asalkan tetep juara dihati aku😍"
Kamu yang paling lucu tetap semangat @maxwellsalvadorr 🔥🔥🔥
"max, im as always proud of u. makasih ya kamu udah hebat bgt🤍"
"@maxwellsalvadorr tumben kamu ngga asbun, sekalinya serius bikin 😭😭 semangat Max! Future's gonna be OK"
U rock!🔥❤️
❤️❤️❤️
❤️❤️❤️
ayo live
:(((
tpi ttp kamu idolaku😢
Semangat temannnn kita
wellll😢😢
"Halah Well Well... Bener jare Agas, hidup lagi dan kemudian pulang lagi. 🤣"
"alamak gua blm nntn udh keburu tau lu balik bang, aelah sedih kali guee"
"Semangat Maxwell,di setiap kegagalan pasti ada pelajaran, jadi jangan pernah menyerah trus semangat💪👊"
TEMANN
❤️❤️❤️❤️
KAMU SUDAH KERENNN BANGETTT MAS WELL🤩🩷🫰🏿
BENER PULANG GA NIH? TAR KEBURU DITANGISIN MALAH BANGKIT DARI KUBUR LAGI 😭
"jadi part ini nggak well nih ? 😢😢

Gapapa km udh yang terbaik!!!👏👏🤍"
you've done the best maxx❤️🔥
semangat teman 🤍
❤️
❤️❤️
Lagunya ini boleh ga diganti sambalado aja well 😭
❤️❤️❤️❤️❤️❤️❤️❤️
Aku kok setiap baca komenan bang Maxwell kenapa pake meddok ya whahhaha😭😭🤣🤣
"hope you’re always surrounded with all the love and good things, well ❤️"
semangat teman ☺️🙏🏼
woi belom liat pls jgn spoiler 😭🫵🏻
Good game maxwell😍👏 semangatt
semangatt kowell😋🔥
Tim youtube terspoiler 😭
"Maxwell mgkin kamu bca bnyak bgt komentar negatif ttg kesalahnmu kemarin. Tp cb kmu lihat lg komentar positif yg sayang dan peduli sm kamu jauh lebih berarti drpd kamu ovt sm komen netuzen yg gajelas. Lekas membaik maxwell, aq kangen di geprek kon well😭😭❤️❤️"
kamu udh keren bgt Maxwell 🫂🤍
Masih PENGEN LIAT MAXWELL di COC 😢😭😭😢😭😢😭😢😢
Meskipun terlambat MAXWELL stay di hati wkwk
maxwell tetap yang paling ganteng dan membekas di coc😭😍
"kamu sdh lakukan yg terbaik, Proud of you max❤️"
Well semangat 😍
well semangat well
😍😍😍
thank you for your hardwork kaak🥺❤💗
Keep spirit maxx🔥🔥🔥
proud of u well 🔥😍
kak maxwell keren tapi aku salut sama kak maxwell kakak udah berjuang dan berusaha
"proud of you, keep spirit maxwell😻"
Maxwell ganteng well
Bangga sama kamu kak semoga sukses Mapresnya🔥🔥
🔥🔥
💗💗💗💗💗💗💗💗
Semangat terus ka Maxwell 🔥🙌
😢😢😢
🤍🤍🤍🤍
semangatttt terussss🔥🔥
Love you banyak
"MAXWELL, KM KERENN👏👏👏🤍🤍"
Smangat trus ya kak
Maxx kerenn puol😍🤍
KAMU TETEP KERENNN MAXWELLLLL🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🔥🔥🔥🔥🔥
love you 50.000 max🥺🫶🏻
"AAAAA SAYANGGG AKUUU, KAMUUU UDAHH KERENN BANGETT, SINII AKU PELUK JAUHH 🫂🫂🫂🫂🤍🤍🤍🤍🤍🤍🤍🤍"
maxweellll😭😭😭
"Selamat terus well, kmu uda berusaha melakukan yang terbaik🙌🔥"
❤️
"GAPAPAAA LUCUU KUU JANGAN SEDII SEDII OKEEEIIII,,AK G BKL LUPAIN KM KOK, SUMPAH SERIUS DUA RIUS ❤️❤️❤️"
Well so proud😍
"jangan sedih well,proud of u🤍🤍"
MAXWELL AYO TANTRUM LAGII
Wess gaopo well.... iku wes lebih dari keren👏 ga mesti aku isa yoan ahahaha. You still the best ever pokok e
Kamu tetep jadi mas mas medok yg bikin moodboster max🧡
"Well terimakasih sudah mau update, nanti kalo keadaan dirimu sudah baik ayoo kembali live, disini banyak yang rindu live Omelan mu, bahagia terus ya well🥺🤍"
Semangat terus kak well 🔥🔥
maxwell kamu hebatt ❤️❤️
Aku lagi di Surabaya loh welll😢 semoga ketemu dijalan
Semangatt kamu kereenn🙌
Semangat 🔥
Harus tetap semangat🔥 maxwelll padahal aku udah berharap banget kamu bakal masuk babak selanjutnya..😭
"luv u max, semangat ya🤍"
❤️❤️❤️
🤍🤍🤍🤍🤍
❤️❤️❤️❤️❤️❤️❤️
🤍🤍🤍🤍🤍🤍
❤️❤️❤️❤️❤️❤️
🤍🤍🤍🤍🤍🤍🤍
sedih bgt😢😭
"We will always loving u welll, Cemoohan + medok mu jan ilang yo well 🙌"
Kok bales nya kalem siii biasanya balesnya pake kata² random😭ko tambah beda sih😭banyak yg kangen sma ocehan mu loh sumpah 😭😭
Setia nunggu maxwell live lagi sambil ngoceh tk blok kon 😭
sangar mas well🔥
Kita kangen kamu yang bawell max😢
Kangen kak maxxx yang dulu yang sering ngomelin kita terus😢
"gini amat jd seccond choice habis di diemin,dikasih kabar eh berpisah 😭😭"
well done seng
Semangat🔥❤️
"semangat terus kak well, kamu buka lembaran baru di surabaya"
Ga semua lomba kita harys menang the best kalimat well 🥹🥹 makasih sudsh menghibur selama nonton CoC
😢
Tetap semangat teman🥺😭🥰😜
😍😍😍😍
Pulang ke rumah ku yukkkk
❤️
sedih maksimalll😢
❤️❤️❤️
😢😢
Tetap semangat max..ayo live lgi
"still love u, cheer up 🤍"
Semangat 👏
"Gegara matek koen matek koen matek koen.. temenan... Huaaaaa😢😢😢 mbrebesss miliiiiii akuuu, ko!!!!!"
semangatttttttt sayankkkk 🤍🤍🤍
"kaaaakkkk, you did a veeerrry great job🤍"
"well done Max, no matter what you are like in my eyes you are still the best keep up the good work maxwell 💗💗"
Bahagia dan sehat selalu teman.panggil babi ae tah😭..gapapa kok dripada teman2 ngene☺🙏🏻
Maxwell ayo aktif dan ceria lagi dong 😢🤍
"Masya Allah,, mantap @maxwellsalvadorr 💙💙 selalu asah tuk jadi versi yang terbaik"
❤️❤️❤️❤️❤️
Keren banget dah maxwell 👏🔥
Gpp yang ttep semangat💪 nanti ngelive lgi ya😃
Sayang banyak banyak broo🙌❤️
Yaaaa.. jadi mwekk😢
❤️❤️
❤️❤️❤️❤️❤️❤️
well janjine 1.5jt followers arep kayang neng tengah dalan . endii
well ga mau liat #maxwell di komunitas kah???
"teman, teman temanmu lagi menghibur diri di #maxwell komun coc😊🙏"
Kata siapa kamu ga menang max? Km juara d hati ku sksksksk
"sedii bgt km hrs pulang TEMAN, semangat ya TEMAN 😊🙏"
SEMANGAT KETUA😭👊
Maxwell mode eling
Tetap semangat bang max
Maxwell keren💪💪💪💪💪
"kok melo well.. logatmu pantese ""matikon matikon"" ""tak blok kon"""
Kamu ttp keren dihatiku maxwell 😍😍
❤️❤️❤️❤️
😊🙏🏻
"@maxwellsalvadorr udah lama gk live,, kangen😭"
Ayo live lagi maxwell
"Well, kamu tetap hebat, aku sampe nangis liat kamu ke elim"
thanks maxwell udah berjuang🔥
nangisin wewel doang 3 jam:(
Eps 6 nangisin maxwell pulang bnrn sama gak rela axel lawan sandy😭😭🙏
maxxwell kerenn!😍🥹
"Akhirnya ngepost juga max ,nanti live lagi ya max"
🥺🥹
Kamsia Max dari kamu aku jadi semangat nonton Coc 🫶🏻
hwaiting Maxwell❤❤
so proud of you max👏❤️
proud of youu peserta coc my fav🥺
idola kuuu 🔥🔥
"Semuanya keren, gak rela rasanya kalo ada yang ke elim😭 tapi ya namanya game"
"agas bilek : ah soal segampang ini mh 2 detik juga kelar , 2 detik kemudian .... 🤵🏼❌"
Ayoo well ngomel² lagiii
KM KEREN SYGG
Bangkit dari kubur ya weell 🔥 nek ilang lagi tak blok kon! Semangat 🔥🙌
🔥🔥🔥
"Meskipun banyak yg ""mungkin"" Lebih pinter dan bejo.. Aku paling gemes sama kamu maxwell... Semoga kamu sukses dibidang apapun... 🔥"
Gpp well yg penting lu jgn lupa ttp ngelive 😭☝🏻
MAMAAAA
Wes terbaeeek ko koo maxweeeelll 😍🤗
Tetap semangat calonku maxwell❤️❤️
Eps 6 banyak nangisnyaa
"Tidak semua hal bisa kita raih semuanya ,karena apapun itu takdir kita sudah tercatat,tapi jangan menjadikan takdir sebagai alasan untuk kita tidak berjuang, semangat trs Maxwell dari kamu saya banyak belajar 🔥🔥"
"Tetep semangat terus Max ! Meski aku ndak iso krungu medhokmu maneh you did very well, Max !👏🔥"
Caption nya kenapa sedih?? Tak blok kon !
semangat maxx🔥
Gantengnyaa pwoool
SEMANGAT YA TEMANNNN🙌
oke teman😊😊
Semangat terus well habis ini makan pecel bareng lah ya
SEMANGATTT WELLL🫂
"Well semangat yaaa, selalu menunggu life update mu ❤️"
proud of youuuu!!!
gesss liatt sg kuuuuuuu ayooooooooooooooooo
Terimakasih telah menjadi yg terbaik maxwell ❤️
sedih bgt Chanel wa nya sepiii kuk kuburan sedih sedih 😭😭😭😭
Teman kamu sekarang apa kabar?
Semangat terus si anak ceria🤗
Semangattt terus ya koo well....
Udh 2kali pulang
❤️❤️
TEMAN kapan live AK mau ngsh gift enih
well kangen kali wel
well balik yo wel :(((
❤️❤️❤️❤️
well kangen bengok mu wel
wel kangen senyum elek mu itu
peluk jauuuhhhh 🤍
🔥🔥
❤️
ra popo mas
"Well episode iki nggarai sedih ket awal sampe entek. Ojok bosen2 ngepost yo well, jadikno sing mbiyen2 pelajaran bener2."
🙌🔥
kangen ocehan maxwell😢tapi gapapa well sembuhin dulu ya🥰
kak maxwell sedihh bangett perjuangannya tehentii disinii😢 semoga bisa menjadi yang lebih baik lagi ya kak🔥sukses selalu kak
ko max tetap kerennn😍❤️🔥
"gapapa, kamu hebat🥺❤️"
😭
kakehan ngeblock uwong kon well😭
"you've done the best, ko max🫂🤍"
slide 2 😍🔥🙌❤️
huaaaa kangen liat maxwel dan medoknyaaaa 😭😭
😍😍😍
❤️
ya Tuhan max…
you did it great maxwell🔥🔥 semangatt well!!
"you did well, so proud of u🙌✨✨"
"Selamat menjalani hari muu, jangan lupa bahagia ya❤️"
RAPOPO KON BEST WELL EVER 🔥❤️
"Maxwell keren banget, makasih ya udah ikut COC aku jadi kenal kakak sangat Sunshine banget!🤍 Semangat terus Kak Max! Aku tunggu postingan yang lain, oke?"
@farihazizahemon pasti lagi sedih kan dek?
❤️🤍
Tapi msih bisa sekop2 kan well😍
"semangatt terus maxwell🤍 di tiktok kmu di buatin lagu tauu sama fans muu, baguss bgtt lagunyaa liat dehh"
semangattt kaka maxwell🤍🤍🤍
🫂🤍
semangat terus kakk!!
Auto nangis well😢
"Maxwell,,maksimal baiknya 🔥🔥"
"proud of u maxx, jujur ikutan sedih pas liat km keeliminasi tp harus inget di kompetisi pasti ada menang dan kalah:(🤍"
"Semangatt well kuu, selalu nunggu kamu kapan pun❤️"
oh iki lagu cina sg ndek tiktok itu ya? sg ai ai jualan permen
menyala max
🤍
😢❤️
musiknya warung china
Nggak papa kak maxwell...kalah dan pulang bukanlah hal yg buruk...apa lagi jika kakak maxwell udh berusaha semaksimal mungkin hingga mengorbankan waktu dan tenaga untuk belajar..itu udh lebih dari cukup..kak maxwell udh berusaha semaksimal mungkin kan???..jadi kak hrs ttp bahagia dngn apa yg kakak udh lakuin..itu pencapaian yg bagus..nggk perlu liat ato mikirin orng2 yg dr sisi buruknya..mereka nggk tau seberapa berjuangnya kak maxwell hingga pernah bangkit dari KUBUR..jd plisss.tolong. .jngn liat komentarnya netizen dr sisi negatifnya. .krn itu akan memicu kak maxwell jd nggk optimis dan nggk percaya diri..kak maxwell hrs percaya diri....kak maxwell jngn pikirin omongan orng yg nggk bener yaa...😊😊semangatttttt kak maxwell💪💪.aku bangga jadi salah satu penggemarmu.. 😊☺😻
"Semangat terus mass well, semua sudah ada yang mengatur nya semoga kua bisa menjalani hari-harin mu dengan jauhhh lebih baik lagi 😔💓@maxwellsalvadorr"
Miss u
:⁠^⁠)
Wish u luck🤍
Masi mending kak max masih bisa berjuang sampe titik itu lah kalo saya ikutan  baru masuk juga udah keluar lagi
Kamu hebat🔥🔥
Maxwelll semangat rek😍...harus tetep Welll❤️
🥺🥺
ditunggu gebrakan lainnya 😍
Lama bangettt gak live tik tok😢
gapapa teman ☺️🙏
"Gapap well, berarti saat nya skrg pulang kerumah ku yaa 🥹🤏🏻"
Tetap sermangat💪😍
Yang nyari'in Sandy Tak blok🤣
tetap jadi idol ini mah 😍🔥
Jangan lupa bertrimakasih pada diri sendiri karna sudah sejauh ini yaa @maxwellsalvadorr ❤️
Agak kurang nrima Maxwell pulangg woiii😭😢
"proud of you, max🔥🔥"
Kita mau dengar lahh koyo opo toh rek di setiap episoddd😭😭😭
Maxwell kamu uda kereen 👏
"sayang akuuuuu, semangatttt 🤍🤍"
"ojo lek ngelu ngelu ae, ws mulih sg tenang yoo mas"
"Tetep semangat wel 🙌 jangan sedih"" 😢banyak yang nungguin kmu cerewet lagi😢😌"
"gapapaaaa broo, ayo sekop² sek 🖐🏻😘"
"Aduh reekkk “TEMAN” kita ini lagi bersedih, jangan sedih sedih ae Teman, udah ga cape bolak balik kan well 😭😭 datang pulang mulu. Mending pulang sby istirahat biar bisa nge live lagii well hahahaha 😭😭😂😂😂. Btw semangat ya “TEMAN” lekas pulih dari luka lama yaaa 🫶🏻🫶🏻"
Uhuyyy
@maxwellsalvadorr kamu sudah melakukan yg terbaik... Terima kasih sudah menginspirasi dan sangat menghibur. 🤍🤍🤍 @magfirahsupu 😍
"mekswel keren, sehat selalu yaaaa. terima kasihhh banyakkkk maxwell salavadorrrrrrr 🔥🔥🔥❤️❤️"
Kamu lucuuuuu aku sukaaa haha
🩵🩵🩵
Haiii teman teman Maxwell 👋🏻👋🏻👋🏻
"haii maxwell r u oke? aku harap kamu baik"" aja yaaa:)
aku cuma mau bilangg, max ttep semangatt gabole banyak pikirann, max hrs jagaa kesehatann juga, max jangan mikirin omongan orang yaaa mereka ke gitu karna iri sama pencapaian max jadii max kurang""in baca hate komen netizen terutama di x kalo bisa mending max gausah buka x dulu, max hrs ttep berfikir positif banyakk yg sayang sama max aku salah satunya, jujurr sakitt hati bangett max ngeliat kamu ga seceria dulu, kita semua juga kangenn dikabarin lewatt live trs diomelin sama max benerr"" kangenn bangettt, aku harap max secepatnya yaaa ngabarin kita lewatt live trs ceria lagii kaya dulu tapi untuk saat ini max istirahat aja dulu, aku dan tmen"" yg lain uda sedikit lega ngeliat max update.
pokonya max jangan over thinking ingattt banyak yg sayang sama max!!! asal max tau banyak lho yg ga mood ngapa""in gara"" dicuekin max ini mungkin lebay yaa ngomong gini tapi ini fakta, banyak juga max yg nangiss berhari hari mikirin maxwell, aku lhoo sampe kebawa mimpii tiap malem saking kangennya sama max saking sedihnyaa mikirin max, jadii max uda tau kan banyak yg sayang sama max?? maka dari itu max harus cepettt pulihh trs live lagi ngabarinn kitaa, aku yakin max pastii berubah jadii lebih baik tapi aku harapp keceriaan max ga berubah, keasbunan max juga ga berubah. WE LOVE YOU MAXWELL SEMANGATTT!!!!!🫂💗💗💗"
maxx💖💖💖
❤️❤️
😍🔥
😍😍😍😍
"Maxwell, u did well🤍"
"Kamu tetep keren max, semangat terus yaa ke depannya, keep shining 🌟🦋"
panutannnq
❤️❤️❤️❤️❤️😍😍😍😍😍😍
semangat teman🥰🙏🏼
😭🤍
Bakalan banyak yg kangen suara hati maxwell
"kak, proud of you❤️❤️"
Cundy crush tolong suruh teman kita satu ini live tiktok lagi😢
teman marahin kita lagi dong🙏
well ayo marah ² lagi dilive ayo live well
❤️❤️❤️❤️
Maxxweelll.. kangen banget ngomel² nyaa kamuu.. kangen sama ceplas ceplossmuu.. semogaa kamu cepat merasa baik yaa!! Bahagiaa selalu maxwell!! Cepat jadi maxwell seperti sediakala lagi yaa... Ditunggu omelan²mu...
"Semangat Maxwell, salah satu peserta coc yg asik bgt👏"
.
max ❤️❤️❤️
❤️🙌🔥
"Maxwell udah keren banget bisa sampai babak itu,, apalagi bersaing dengan mahasiswa2 yang luar biasa,, tetap semangat maxwell,"
"Max, we're so proud of you 😍🙌"
😢
Ikan patin ikan salmon
"Maxwell ayoo ngoceh lagiii, ocehan medhok mu bikin mood ku naik Maxwell, jangan lama"" Diem nyaa😭😭😭"
Semangattt semangattt🔥❤️
"You have done well, tetap semangat dimanapun kamu berada yaa ❤️‍🔥"
❤️
"max kamu keren bangettttt,kamu bakal tetep jadi idol fav ku🤙🏻"
You're so cool
tolong unblock kami😊🙏
"take ur time well, Hug away ❤"
"GAPAPA KO KAMU UDAH JUARA DI HATI AKU❤️ DAN AKAN SELALU BEGITU, MAKASIH UDAH MENGHIBUR DAN JADI PENYEMANGAT AKU U DESERVE THE BEST KO🔥😍"
Luv mawell🤗
"Hai teman, kapan live lagi teman?"
❤️‍🩹❤️‍🩹❤️‍🩹
❤️❤️❤️
Peluk jauh buat Maxwell 🤍
😮
🥹🥹🥹
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
it's the best of anything!
❤️❤️❤️❤️❤️❤️
Kamu keren Well 🔥
😭😭😭😭
💪🏻💪🏻
tumben bgt well caption mu dowo
tetap semangat maxwell🙌🙌
"kalo gini, berasa beneran diblok sm maxwell😢"
"Semangatt kak maxwell, ❤️❤️❤️❤️❤️"
❤️❤️❤️❤️❤️❤️❤️❤️❤️
bye byeee
Mangaaattttt Maxwelllllll ❤️❤️❤️❤️❤️❤️❤️❤️
"Maxwell mode galau 😢, Maxwell Model Tantrum 😍"
"Maxwell kamu kereen banget, semangatt, semoga bisa bangkit lagii ke CoC plis, ga relaa😭😭😭"
"maxwell, lo nangis, tak blok"
"Sebenernya sayang bgt maxwell too soon to eliminate huhu babak pertama bgt dia 10 besar pertama lohh, babak kedua dia 3 besar hiksss malah pas revival beda tipis doang sbnrnya mampuuu dia tuuuu bisa gaksi pertandingan ulang buat yg udh keeliminasi 🤣 demi liat maxwell lagi yooo 🤣🤣🤣🤣🤣🤣🤣"
All is well max
welll🔥🔥🔥🔥
"it's okay well, kamu udah keren bgt kok 🤍"
Buseet bikin nangis orang nii.. Kon tak blok!! 😭😭
"terima kasih max udah mau selalu belajar, super proud of u!!"
semangat @maxwellsalvadorr kan masih bisa maxwin🙏🏻
🔥🔥🔥
🥺💔
proud of you mekss🫂
❤️❤️
Ngak ada kamu ngak seruu💔
maxwell aku menunggu mbuk amuk lhoo… 😭😭 kangen “tak bloook”
"max katanya klo udah 1,5 juta mau kayang di jalan"
aku kangen tukang blok COC 😢
So proud of you
Terimakasih Maxwell ...aku bisa mengenal mu . . .semoga bisa bertemu lagi di waktu yang lebih indah
"Yang sabar ya Maxwell! Sehat sehat di luar sana aku dari episode 1 dukung kamuu, pas kamu ke elim karna kalah kerja tim aku nangis banget apa lagi pas kamu kalah di episode 6,aku padahal udah berharap banget.. Lain kali aku main ke Surabaya semoga ketemuan yaa"
"saya pamit, saya kembali, saya pamit 😭"
The real “ku terjatuh dan tak bsa bangkit lagi”
mantapz
cemungutt kaka🥹🤍🤍
surat terbuka untuk kak Maxwell ayok on di saluran WA lagi😭  SEMANGAT KAK WELL🤍
proud of you mixwill 🥰🏅🫰😘
Semangat trus kk max
🤍🔥
semangat selaluu TEMAN🤍
"You did a great job max, I'm so proud of you🤍🫂lupakan masalah yg kemarin yaa aku mau lihat maxwel yg dulu, Maxwell yg ceria suka ngomel² Maxwell yg skrng bukak Maxwell yg aku kenal🥹🥹 MAXWEL KALO KALEM TAK BLOK KOEN🫵"
SEMANAGT WELL
"jangan sedih gitu donkk, kita tetep fans km bang @maxwellsalvadorr 🤍"
"Jangan sedih max pokoknya semangat teruss, peluk jauh🫂"
You are one of the precious people for me❤️🔥
ttepp yg terbaekkk🤍🤍🤍🤍
Ttp smngt kk
Ditinggu livenya well🤕🤲🥰
😢😢😢🤍🤍
semangat teman😍
Maxx😢
mangatt well👊💓
Semangat well🔥
baru juga bisa ngomong dalem ati
Gagal bukan berarti tdk bisa sukses🔥
sayangkuuuu 🥺🤍🤍
Ganteng bgt siii🤍🤍
Semangat terus Maxwell 🔥🔥kamu sangat hebat 🫶doa yang terbaik buat kamu🤲
🍉🍉
Semangat❤️
Setelah *TEMENAN* sama Kyungsoo ternyata sekarang aku *Temenan sama Maxwell*🤗 Semangat terus teman
"jangan sedih yaa maxwell😼kamu udah banyak menghibur kitaa, semangat terus kedepannya🤍🔥"
Keren maxxx kamu hebat👏👏🔥🔥🙌❤️❤️❤️😍😍
2
"Max, koe sangar seru"
